InvNo	Date	Ord	Amount	TaxRate	TAmount	CreatedBy	EnteredOn	Name	CityName	Days	Pnumber	Fax	URL	Line1	Line2	CreatedOn
BE251821-1931-4E8E-859A-7FDDB13A6BA7	2022-11-26 14:45:17.1600000	11137389-4634-498F-8403-9B4A46D7BB2E	24274.07	4	970.96	System Generated	2022-11-26 14:45:17.1600000	Som Mukherjee	Dhenkanal	8	(385) 555-0100	(385) 555-0101	http://www.microsoft.com/	Suite 13	263 Meredith Crescent	2022-11-26 14:45:17.1600000
6F109439-FAA3-4BDA-807F-9E843F493324	2022-12-04 09:57:17.8700000	9B560701-A557-44E3-B6F0-266665172F0D	13648.13	6	818.89	System Generated	2022-12-04 09:57:17.8700000	"Wingtip Toys (Beals, ME)"	Paramakudi	7	(207) 555-0100	(207) 555-0101	http://www.wingtiptoys.com/Beals	Shop 61	327 Trivedi Lane	2022-12-04 09:57:17.8700000
429BF377-1E4C-4ED1-AE4D-8CF8E3B71C68	2023-11-24 16:36:17.0100000	FC1AE892-A59D-4DB7-BEC1-825413FBFA95	22409.95	8	1792.80	System Generated	2023-11-24 16:36:17.0100000	Geza Roman	Rajgarh	8	(215) 555-0100	(215) 555-0101	http://www.microsoft.com/GezaRoman/	Suite 24	368 Tatarescu Street	2023-11-24 16:36:17.0100000
319E8951-5468-49FA-982C-EC2CC093776E	2023-11-07 15:13:01.1800000	F1D755E0-8E73-442F-9171-B83473B70196	24508.57	11	2695.94	System Generated	2023-11-07 15:13:01.1800000	Abel Spirlea	Vinukonda	12	(218) 555-0100	(218) 555-0101	http://www.microsoft.com/AbelSpirlea/	Unit 19	1446 Jelic Crescent	2023-11-07 15:13:01.1800000
92E3E4B1-53AD-4913-86CA-CDF258619D9E	2023-11-29 22:32:02.4133333	FAF889BE-83AB-495E-BDE7-97C07681E3A1	10047.00	3	301.41	System Generated	2023-11-29 22:32:02.4133333	Geza Roman	Nabadwip	8	(215) 555-0100	(215) 555-0101	http://www.microsoft.com/GezaRoman/	Suite 24	368 Tatarescu Street	2023-11-29 22:32:02.4133333
E98F27A8-3A31-47FD-8736-AA47B44CDB38	2022-11-03 10:25:16.2700000	78CCE6FE-E9FB-48A5-B172-0CE0CB7AB3E3	20878.01	2	417.56	System Generated	2022-11-03 10:25:16.2700000	Jatindra Bandopadhyay	Losal	5	(205) 555-0100	(205) 555-0101	http://www.microsoft.com/	Suite 14	1583 Bill Crescent	2022-11-03 10:25:16.2700000
55449B41-E7E0-4143-A865-0793753C6721	2022-12-12 16:37:17.7800000	B6D808D4-F259-43A9-8271-395A76AB7440	12192.92	4	487.72	System Generated	2022-12-12 16:37:17.7800000	"Wingtip Toys (Knights Landing, CA)"	Nagpur	7	(209) 555-0100	(209) 555-0101	http://www.wingtiptoys.com/KnightsLanding	Suite 62	1404 Molnar Road	2022-12-12 16:37:17.7800000
46072D21-B35D-44DE-9AFF-373B9B0FFDE0	2024-01-24 13:19:01.7900000	ABAD6616-B1D1-4A8F-A1D7-7AF8BC4451D9	11590.14	10	1159.01	System Generated	2024-01-24 13:19:01.7900000	Anand Mudaliyar	Godhra	14	(206) 555-0100	(206) 555-0101	http://www.microsoft.com/	Shop 10	1235 Lana Lane	2024-01-24 13:19:01.7900000
486DA153-1A05-43E5-A5FF-3CDE4768B80D	2023-01-15 15:58:19.0966667	0197043F-A78C-4587-AE8F-8ABF603159CD	10004.16	2	200.08	System Generated	2023-01-15 15:58:19.0966667	"Tailspin Toys (Stonefort, IL)"	Sadri	8	(217) 555-0100	(217) 555-0101	http://www.tailspintoys.com/Stonefort	Suite 185	1492 Shah Road	2023-01-15 15:58:19.0966667
BBFFFBCD-62C2-4095-9295-24B90B310486	2023-05-10 19:24:02.1733333	8246C4DC-16E4-4CBB-8BCD-4CA8C4430501	10056.74	2	201.13	System Generated	2023-05-10 19:24:02.1733333	"Wingtip Toys (Black Lick, PA)"	O' Valley	5	(215) 555-0100	(215) 555-0101	http://www.wingtiptoys.com/BlackLick	Shop 64	581 Koppel Lane	2023-05-10 19:24:02.1733333
62490F70-1294-4403-A09B-64A48B6EDC97	2024-01-20 21:10:22.6466667	8FEEBBD8-F3A3-47E4-834C-3C57A23F818B	15832.24	8	1266.58	System Generated	2024-01-20 21:10:22.6466667	"Wingtip Toys (Ovilla, TX)"	Tiruvannamalai	11	(210) 555-0100	(210) 555-0101	http://www.wingtiptoys.com/Ovilla	Suite 158	519 Deslauriers Street	2024-01-20 21:10:22.6466667
C3616EEF-2029-40D2-BA9A-15F4BA5ADE9C	2023-02-08 18:05:20.5166667	508F886B-5ADD-4D5C-A02C-359BD2F9A891	16928.94	11	1862.18	System Generated	2023-02-08 18:05:20.5166667	Can ozcan	Sivakasi	9	(215) 555-0100	(215) 555-0101	http://www.microsoft.com/Canozcan/	Suite 10	618 Cervenkova Boulevard	2023-02-08 18:05:20.5166667
A97EEEB8-507B-44E4-BB47-264FDE30DC45	2023-11-11 20:40:41.9400000	9AE5AEE8-C6B4-4E2A-AC28-76A90483FB33	18973.42	7	1328.14	System Generated	2023-11-11 20:40:41.9400000	"Wingtip Toys (West Hempstead, NY)"	Chatra	5	(212) 555-0100	(212) 555-0101	http://www.wingtiptoys.com/WestHempstead	Unit 2	1605 Leigh Road	2023-11-11 20:40:41.9400000
2A13CAEC-7C69-469C-9635-82F54315FD23	2023-12-06 21:49:01.3900000	C87D74CD-7FA0-4A28-9645-85E77FCAABB7	14053.63	6	843.22	System Generated	2023-12-06 21:49:01.3900000	Liia Orav	Silapathar	5	(252) 555-0100	(252) 555-0101	http://www.microsoft.com/LiiaOrav/	Unit 16	1077 Gunes Boulevard	2023-12-06 21:49:01.3900000
87A11E53-82B2-418D-ABA7-3E4F5BDA8DB8	2023-05-24 17:55:02.0833333	A31CBF0F-FE16-43E5-97EF-B253EE1CF7CE	21346.17	0	0.00	System Generated	2023-05-24 17:55:02.0833333	"Tailspin Toys (Devault, PA)"	Modinagar	7	(215) 555-0100	(215) 555-0101	http://www.tailspintoys.com/Devault	Unit 250	1432 Pullela Street	2023-05-24 17:55:02.0833333
8CD4149D-4C6A-45C4-AB14-906156A44D5C	2024-02-23 16:37:01.6633333	8FE1B207-252A-4BFA-AA51-524126D36231	22321.38	5	1116.07	System Generated	2024-02-23 16:37:01.6633333	"Tailspin Toys (Topstone, CT)"	Mattannur	5	(203) 555-0100	(203) 555-0101	http://www.tailspintoys.com/Topstone	Suite 271	1399 Mukherjee Avenue	2024-02-23 16:37:01.6633333
46FA104B-C079-4DC2-9079-F2DC2E7A6DA8	2023-11-06 22:51:02.2100000	48ADC862-16BD-4B9B-B7BC-B68F8F867A4F	13786.61	9	1240.79	System Generated	2023-11-06 22:51:02.2100000	"Wingtip Toys (Ridgemark, CA)"	Lachhmangarh	8	(209) 555-0100	(209) 555-0101	http://www.wingtiptoys.com/Ridgemark	Shop 179	1795 Pullela Street	2023-11-06 22:51:02.2100000
35B45612-2F09-4D67-8CD6-FABFCB14B15F	2023-12-06 13:45:01.3900000	C2D7F1B4-403F-4B46-9F5A-9BF38564EE0B	11398.02	2	227.96	System Generated	2023-12-06 13:45:01.3900000	"Tailspin Toys (Tumacacori, AZ)"	Buxar	7	(480) 555-0100	(480) 555-0101	http://www.tailspintoys.com/Tumacacori	Unit 23	1991 Clark Street	2023-12-06 13:45:01.3900000
7C0D4F76-C31B-446C-8258-94BA1B6EF37E	2023-02-13 10:25:19.8400000	BCD7A2A9-1D64-404A-84B0-29BCFC6768AC	15840.26	1	158.40	System Generated	2023-02-13 10:25:19.8400000	Daniella Cavalcante	Jhumri Tilaiya	6	(405) 555-0100	(405) 555-0101	http://www.microsoft.com/	Shop 22	854 Chin-Sun Street	2023-02-13 10:25:19.8400000
AEFAB6EE-B6AF-4A49-8414-3B5C3659E973	2022-12-20 17:21:18.1900000	817DB096-B7AA-4371-9676-9D3786EAA7B2	23125.82	9	2081.32	System Generated	2022-12-20 17:21:18.1900000	"Tailspin Toys (Coney Island, MO)"	Panvel	10	(314) 555-0100	(314) 555-0101	http://www.tailspintoys.com/ConeyIsland	Suite 111	27 Vidovic Boulevard	2022-12-20 17:21:18.1900000
51C21B3E-A3A0-407D-9647-35CC9C46A089	2023-04-26 12:15:29.7300000	E78F7FA0-ECD8-46B9-9A65-7216DBC6C5A2	17476.04	7	1223.32	System Generated	2023-04-26 12:15:29.7300000	Victoria Lacusta	Shrigonda	10	(212) 555-0100	(212) 555-0101	http://www.microsoft.com/VictoriaLacusta/	Suite 12	415 Omidzadeh Road	2023-04-26 12:15:29.7300000
4EB154E0-3F9E-4B29-A1EB-AB84353258A7	2023-03-05 09:55:22.1266667	2EFAF4CA-2487-4BC3-8AD5-A765B9D67DAD	12623.64	4	504.95	System Generated	2023-03-05 09:55:22.1266667	"Wingtip Toys (Ridgemark, CA)"	Silvassa	13	(209) 555-0100	(209) 555-0101	http://www.wingtiptoys.com/Ridgemark	Shop 179	1795 Pullela Street	2023-03-05 09:55:22.1266667
AB4C8F4A-7F4A-45EA-897F-EBDB9F077B71	2024-02-12 22:02:01.2066667	6AB1F828-6746-4228-B295-A258556EE794	18391.60	2	367.83	System Generated	2024-02-12 22:02:01.2066667	"Wingtip Toys (Gilford, NH)"	Rairangpur	9	(603) 555-0100	(603) 555-0101	http://www.wingtiptoys.com/Gilford	Unit 20	231 Kaulina Street	2024-02-12 22:02:01.2066667
E7969DCC-BA4E-4705-BA0E-13DC4AFBFDD1	2023-03-04 14:05:23.2966667	0A1AF612-16FF-4072-8D2C-9CD99FE243C1	17238.35	2	344.77	System Generated	2023-03-04 14:05:23.2966667	"Wingtip Toys (Bruceton Mills, WV)"	Virudhachalam	14	(304) 555-0100	(304) 555-0101	http://www.wingtiptoys.com/BrucetonMills	Shop 64	36 Klaus Boulevard	2023-03-04 14:05:23.2966667
712A5625-2A3C-4754-93B1-19F78A534936	2022-10-20 10:10:12.2866667	2D75C662-3E26-4555-86E4-7987BFF3F1A1	12268.20	7	858.77	System Generated	2022-10-20 10:10:12.2866667	Damodar Shenoy	Uran	6	(229) 555-0100	(229) 555-0101	http://www.microsoft.com/	Suite 7	1337 Koknesis Avenue	2022-10-20 10:10:12.2866667
2FC895E2-283E-4357-A7C3-6943C32709F5	2023-11-08 15:48:01.5333333	85B3B3B5-1FEE-4902-BBEF-5F1041233238	14547.16	0	0.00	System Generated	2023-11-08 15:48:01.5333333	Kristiina Ivanov	Talcher	13	(605) 555-0100	(605) 555-0101	http://www.microsoft.com/KristiinaIvanov/	Unit 6	1505 Stojkovic Street	2023-11-08 15:48:01.5333333
A4FC8631-1506-401D-BE16-FC2A36314FA3	2023-12-04 13:10:01.3833333	49A63F63-1792-40D2-904A-11FD37BA02C1	19061.74	3	571.85	System Generated	2023-12-04 13:10:01.3833333	"Wingtip Toys (Ridgemark, CA)"	Manmad	10	(209) 555-0100	(209) 555-0101	http://www.wingtiptoys.com/Ridgemark	Shop 179	1795 Pullela Street	2023-12-04 13:10:01.3833333
1EA34A5D-1486-4712-A408-9BB8C2698AFB	2023-04-10 16:32:26.2900000	72F8D644-FFF5-4003-9544-6DA6F2B2D28A	11325.51	0	0.00	System Generated	2023-04-10 16:32:26.2900000	Andris Saulitis	Sidhpur	7	(210) 555-0100	(210) 555-0101	http://www.microsoft.com/AndrisSaulitis/	Unit 28	370 Rallapalli Street	2023-04-10 16:32:26.2900000
32E30566-5981-48FB-8C15-F6C6EF68A88C	2023-12-02 18:42:38.9966667	5A5D5155-B513-422B-B3D4-8C78D59F3E9B	21275.30	1	212.75	System Generated	2023-12-02 18:42:38.9966667	Philip Walker	Talode	14	(216) 555-0100	(216) 555-0101	http://www.microsoft.com/PhilipWalker/	Suite 12	1555 Penttila Road	2023-12-02 18:42:38.9966667
FD49C0A0-39E6-47BA-9E39-B85A98ED8B87	2023-01-28 10:12:19.4533333	8D0B3CD8-0AF7-4ED8-98AE-24E799C1DF28	11564.28	11	1272.07	System Generated	2023-01-28 10:12:19.4533333	Irma Berzina	Sihora	11	(458) 555-0100	(458) 555-0101	http://www.microsoft.com/	Suite 29	932 Deeptendu Crescent	2023-01-28 10:12:19.4533333
402C866C-FA73-40F2-8D2C-7D6476C3A4C8	2024-02-06 13:47:01.6033333	0BAE52BB-FE13-4F2D-9592-819EA6FD8CAA	23618.32	11	2598.02	System Generated	2024-02-06 13:47:01.6033333	Adrian Andreasson	Mahidpur	10	(217) 555-0100	(217) 555-0101	http://www.microsoft.com/AdrianAndreasson/	Unit 21	837 Walker Road	2024-02-06 13:47:01.6033333
44EDF12A-4752-453B-96A0-6B14FD88A9E5	2023-11-23 15:27:33.0966667	DA78259E-39C2-40B8-AA03-790ADD482CF5	21096.85	5	1054.84	System Generated	2023-11-23 15:27:33.0966667	Cosmin Vulpes	Masaurhi	8	(231) 555-0100	(231) 555-0101	http://www.microsoft.com/	Suite 22	1369 Mudar Road	2023-11-23 15:27:33.0966667
A3215413-4C35-4320-9BEC-E04767B872B4	2024-02-06 20:14:01.6033333	488B9188-4A7A-4A63-BD64-7EF689E94A3E	19373.91	0	0.00	System Generated	2024-02-06 20:14:01.6033333	Chaayaadaevi Sonti	Nainpur	14	(217) 555-0100	(217) 555-0101	http://www.microsoft.com/ChaayaadaeviSonti/	Suite 13	701 Sedlar Boulevard	2024-02-06 20:14:01.6033333
1794A425-A285-4CB0-8235-3B74FB961606	2023-01-22 10:46:18.6500000	F05271EA-5393-4E5B-B518-756E1226CC43	12363.89	0	0.00	System Generated	2023-01-22 10:46:18.6500000	"Tailspin Toys (Eulaton, AL)"	Nathdwara	7	(205) 555-0100	(205) 555-0101	http://www.tailspintoys.com/Eulaton	Shop 16	1606 Ahmadian Road	2023-01-22 10:46:18.6500000
6F51DC51-9DB0-42AE-A05C-8BEA164A62F7	2023-02-19 11:46:19.2966667	1B8C9BA7-3162-4FFB-AF01-6E5ACDBB1BC0	17969.49	6	1078.17	System Generated	2023-02-19 11:46:19.2966667	Clarissa Manfrin	Shahbad	14	(210) 555-0100	(210) 555-0101	http://www.microsoft.com/ClarissaManfrin/	Shop 17	298 Benipal Road	2023-02-19 11:46:19.2966667
B9D0B66D-8BEF-41C8-95B2-B51C28C6A087	2023-02-22 14:41:23.5133333	ED1F96A8-8FB6-4191-A80B-7E65F9D02A8A	23461.78	8	1876.94	System Generated	2023-02-22 14:41:23.5133333	"Tailspin Toys (Wilkes-Barre, PA)"	Nagarkurnool	14	(215) 555-0100	(215) 555-0101	http://www.tailspintoys.com/Wilkes-Barre	Suite 49	1847 Alladi Street	2023-02-22 14:41:23.5133333
0D611377-D408-42E2-B734-69A5970ABF6E	2023-04-02 14:15:24.9300000	BC06FB82-3FBB-480D-BF5F-438F0464BCC9	19666.74	10	1966.67	System Generated	2023-04-02 14:15:24.9300000	"Tailspin Toys (Cundiyo, NM)"	Ranavav	5	(505) 555-0100	(505) 555-0101	http://www.tailspintoys.com/Cundiyo	Suite 117	1940 Shim Avenue	2023-04-02 14:15:24.9300000
979EBDB4-3B21-4E15-9B1E-6E57AAD9BF3A	2022-12-15 17:08:19.6333333	351C8C56-6A0B-4D0E-B65E-532814E8F2F9	23737.84	1	237.38	System Generated	2022-12-15 17:08:19.6333333	Luis Saucedo	Shikohabad	5	(210) 555-0100	(210) 555-0101	http://www.microsoft.com/	Suite 23	117 Bhaagyalakshmi Road	2022-12-15 17:08:19.6333333
A2CD0090-1FA4-49DD-B009-DEECF590FE87	2024-01-24 16:38:01.7866667	8AE25BC3-A0E6-4953-9F57-4134726B9AC3	15473.66	2	309.47	System Generated	2024-01-24 16:38:01.7866667	Jay Bhuiyan	Pauri	11	(215) 555-0100	(215) 555-0101	http://www.microsoft.com/JayBhuiyan/	Suite 22	130 Seleznyov Street	2024-01-24 16:38:01.7866667
583FA3D5-B253-499A-BA2E-6185B2E639B7	2023-02-22 12:24:23.6500000	41484020-DE20-40D5-B882-80150B6BB7F5	19124.85	7	1338.74	System Generated	2023-02-22 12:24:23.6500000	Dhanishta Mokkapati	Morena	6	(907) 555-0100	(907) 555-0101	http://www.microsoft.com/DhanishtaMokkapati/	Shop 23	1827 Kustrin Boulevard	2023-02-22 12:24:23.6500000
00ED871E-69AB-41C0-BC64-CB5C63964E2B	2023-01-06 14:01:17.2666667	8EB33CD2-5FED-4E2F-A7F0-B4E997DC50DD	18481.20	9	1663.31	System Generated	2023-01-06 14:01:17.2666667	Pavel Bogdanov	Rania	6	(339) 555-0100	(339) 555-0101	http://www.microsoft.com/PavelBogdanov/	Unit 4	613 senturk Lane	2023-01-06 14:01:17.2666667
B7AED5AF-0953-477B-B5FF-7CF968CE690E	2023-01-18 08:53:17.9300000	3259EA53-45F9-4414-BE9A-34F208B10CBE	11473.62	10	1147.36	System Generated	2023-01-18 08:53:17.9300000	Crina Grasu	Yevla	8	(308) 555-0100	(308) 555-0101	http://www.microsoft.com/CrinaGrasu/	Shop 14	1538 Lampsa Road	2023-01-18 08:53:17.9300000
C2A0C2EB-230C-452A-ABD1-D272389CB342	2023-11-15 20:07:01.6866667	ACD147D4-4A75-4385-8C34-375D501FB9F0	23121.08	10	2312.11	System Generated	2023-11-15 20:07:01.6866667	Irma Auzina	Palasa Kasibugga	8	(205) 555-0100	(205) 555-0101	http://www.microsoft.com/	Unit 12	699 Priya Boulevard	2023-11-15 20:07:01.6866667
7CFE1522-EDE8-4712-9282-288A347C022D	2023-05-12 13:55:02.3533333	6BE01B28-E2D8-4A28-B935-7F4AE73268D3	24400.56	3	732.02	System Generated	2023-05-12 13:55:02.3533333	"Wingtip Toys (Chaseley, ND)"	Nokha	7	(701) 555-0100	(701) 555-0101	http://www.wingtiptoys.com/Chaseley	Suite 211	1666 Semjonov Lane	2023-05-12 13:55:02.3533333
4727689F-9E71-434E-823D-95CA39926378	2022-10-30 18:12:14.5000000	F3E1C10B-EC19-40CE-BFF9-83C6D21DBDD4	21215.67	11	2333.72	System Generated	2022-10-30 18:12:14.5000000	"Tailspin Toys (McCamey, TX)"	Patti	5	(210) 555-0100	(210) 555-0101	http://www.tailspintoys.com/McCamey	Suite 116	1556 Barua Boulevard	2022-10-30 18:12:14.5000000
780DD61B-3DE6-4540-8995-F28C7823FC06	2023-02-23 11:44:20.7900000	A64C9F43-55F7-4D59-B87A-85D07BF1C10F	18032.14	8	1442.57	System Generated	2023-02-23 11:44:20.7900000	"Tailspin Toys (Francis Mills, NJ)"	Hansi	9	(201) 555-0100	(201) 555-0101	http://www.tailspintoys.com/FrancisMills	Shop 167	772 Naicker Road	2023-02-23 11:44:20.7900000
5577D8C2-F71E-4D70-89EA-FAA3479C3861	2023-02-28 12:58:25.0633333	F0F4D1A4-9824-48E4-B770-82C784BA3125	10962.74	0	0.00	System Generated	2023-02-28 12:58:25.0633333	Shi Tu	Shamgarh	8	(307) 555-0100	(307) 555-0101	http://www.microsoft.com/ShiTu/	Suite 13	808 Riutta Street	2023-02-28 12:58:25.0633333
DD36E0D2-3923-437A-9BF0-C186975B8EDA	2022-11-25 13:48:15.9433333	5B8AB570-92B1-4E96-9FA9-6C44FA62D54E	22025.97	11	2422.86	System Generated	2022-11-25 13:48:15.9433333	Ganesh Majumdar	Hapur	11	(217) 555-0100	(217) 555-0101	http://www.microsoft.com/	Shop 25	162 Stern Crescent	2022-11-25 13:48:15.9433333
586D7862-C865-485D-A0AF-89C42B8374B9	2022-11-25 11:20:16.0966667	A36E5859-EF33-460F-90D9-8EF166FE09E0	17267.08	11	1899.38	System Generated	2022-11-25 11:20:16.0966667	"Tailspin Toys (McCamey, TX)"	Bengaluru	8	(210) 555-0100	(210) 555-0101	http://www.tailspintoys.com/McCamey	Suite 116	1556 Barua Boulevard	2022-11-25 11:20:16.0966667
14F35E29-8D93-4110-97CB-7F06F3D8C262	2024-01-17 14:37:01.4100000	87032225-D1F9-4989-8ED2-6C9BFF15D326	10466.19	2	209.32	System Generated	2024-01-17 14:37:01.4100000	"Wingtip Toys (Bourbonnais, IL)"	Bhainsa	13	(217) 555-0100	(217) 555-0101	http://www.wingtiptoys.com/Bourbonnais	Suite 139	510 Dumina Boulevard	2024-01-17 14:37:01.4100000
FAEFE0CA-765B-4222-A5CC-A49AF03EDD0D	2023-01-07 09:54:18.3566667	F2B626A9-3A41-442C-977C-40B36BACB67D	22878.39	9	2059.06	System Generated	2023-01-07 09:54:18.3566667	Jautrite Avotina	Mavelikkara	5	(307) 555-0100	(307) 555-0101	http://www.microsoft.com/	Unit 16	1507 Hanna Boulevard	2023-01-07 09:54:18.3566667
34E112EE-1E7A-477B-99D3-77769CCBAE9A	2022-12-17 15:11:17.1633333	78423FA0-9E29-4017-B35C-AB420227BF50	14502.12	8	1160.17	System Generated	2022-12-17 15:11:17.1633333	"Tailspin Toys (Kerby, OR)"	Sankari	12	(458) 555-0100	(458) 555-0101	http://www.tailspintoys.com/Kerby	Unit 16	339 Dwivedi Lane	2022-12-17 15:11:17.1633333
5FCE4DE7-DB03-432B-B4F4-D4E5D1322495	2024-02-10 20:22:10.2900000	793EBD60-F406-4ED5-A9FC-75BF3610B5F4	21333.25	9	1919.99	System Generated	2024-02-10 20:22:10.2900000	Salamans Karklins	Valparai	9	(458) 555-0100	(458) 555-0101	http://www.microsoft.com/	Shop 28	1933 Akanksha Road	2024-02-10 20:22:10.2900000
08E78F75-F928-4B10-B2FD-DBD7BE07EA30	2024-02-20 14:19:02.1333333	D710D7F9-A11D-41EA-B1E7-B4EDE5EEC010	15263.88	11	1679.03	System Generated	2024-02-20 14:19:02.1333333	"Wingtip Toys (Lytle, TX)"	Chilakaluripet	5	(210) 555-0100	(210) 555-0101	http://www.wingtiptoys.com/Lytle	Unit 95	882 Bhuiyan Crescent	2024-02-20 14:19:02.1333333
4F6EB641-0AD8-4F43-A4F6-C558B23D917B	2023-04-15 17:30:25.4866667	558B595B-C28E-4A8E-95A2-8D1BFA96577A	19703.26	10	1970.33	System Generated	2023-04-15 17:30:25.4866667	"Wingtip Toys (Beekmantown, NY)"	Gobindgarh	12	(212) 555-0100	(212) 555-0101	http://www.wingtiptoys.com/Beekmantown	Unit 152	285 Kovacevic Boulevard	2023-04-15 17:30:25.4866667
982ADCED-B09B-4B94-AD9A-3E86F721440A	2023-03-08 09:11:22.5333333	6D787915-AE72-4B5A-B09F-24AF66B72812	23772.60	8	1901.81	System Generated	2023-03-08 09:11:22.5333333	"Wingtip Toys (Haydenville, OH)"	Chandigarh	7	(216) 555-0100	(216) 555-0101	http://www.wingtiptoys.com/Haydenville	Shop 69	801 Dzene Street	2023-03-08 09:11:22.5333333
C835173B-9040-4FEC-B26B-6F739BEADD68	2022-10-23 09:03:11.9933333	4802AC72-214D-4442-B34A-4EACA7EE2C39	21405.38	6	1284.32	System Generated	2022-10-23 09:03:11.9933333	Johanna Hoornstra	Tarn Taran	12	(210) 555-0100	(210) 555-0101	http://www.microsoft.com/JohannaHoornstra/	Suite 13	285 Dupuy Street	2022-10-23 09:03:11.9933333
8F6BDDFB-6FE3-40E4-BBDB-8D34827DE278	2023-03-25 15:00:25.3766667	77EEADA0-8E91-486D-8F81-B3B5FFAC3B6B	19439.20	7	1360.74	System Generated	2023-03-25 15:00:25.3766667	"Tailspin Toys (Royal City, WA)"	Sardhana	8	(206) 555-0100	(206) 555-0101	http://www.tailspintoys.com/RoyalCity	Shop 20	1098 Tatarescu Lane	2023-03-25 15:00:25.3766667
E3AD61CE-17E4-432D-AAB9-4185B0C75710	2022-11-15 10:52:16.2466667	8CC97CF3-A58D-4025-A973-8963FDCD7004	19536.49	5	976.82	System Generated	2022-11-15 10:52:16.2466667	"Wingtip Toys (Bokeelia, FL)"	Satna	9	(239) 555-0100	(239) 555-0101	http://www.wingtiptoys.com/Bokeelia	Shop 102	1019 Hoa Avenue	2022-11-15 10:52:16.2466667
AD57EC38-4414-4A30-83E5-1F11B55504D8	2024-01-31 18:45:01.9700000	FAF3D30E-E932-4B05-892D-A44D34315610	22968.09	4	918.72	System Generated	2024-01-31 18:45:01.9700000	Yonca Basturk	Narsinghgarh	9	(262) 555-0100	(262) 555-0101	http://www.microsoft.com/	Unit 15	550 Manjunatha Avenue	2024-01-31 18:45:01.9700000
77D0FFE5-B226-4A5A-91F2-354DEBDE8C03	2024-01-30 16:36:02.7066667	E957856C-321A-4F60-88BB-81A437D5046B	19536.14	9	1758.25	System Generated	2024-01-30 16:36:02.7066667	"Tailspin Toys (Manchester Center, VT)"	Samalkha	6	(802) 555-0100	(802) 555-0101	http://www.tailspintoys.com/ManchesterCenter	Shop 264	611 Todorovic Avenue	2024-01-30 16:36:02.7066667
104B5BFB-6725-4B04-9E7F-09B81F5232D6	2022-11-18 18:33:16.8300000	EDD3D5D5-82D0-40CF-B35A-88A1563C0F9B	14092.31	10	1409.23	System Generated	2022-11-18 18:33:16.8300000	Satish Mittal	Malpura	10	(215) 555-0100	(215) 555-0101	http://www.microsoft.com/SatishMittal/	Shop 13	972 Vassiljev Street	2022-11-18 18:33:16.8300000
94BE89F9-F1AA-45F4-BF09-CE3D1BC525BC	2022-11-09 09:34:15.6700000	83CB5BC1-5E3F-4FF0-B4C7-2B466CAD76F8	18706.77	3	561.20	System Generated	2022-11-09 09:34:15.6700000	Satish Mittal	Aizawl	12	(215) 555-0100	(215) 555-0101	http://www.microsoft.com/SatishMittal/	Shop 13	972 Vassiljev Street	2022-11-09 09:34:15.6700000
8B71E705-6277-46C2-9C95-97C237DDFE31	2023-03-24 09:29:25.7566667	00D63953-B44D-49B2-9B66-7B6C8F542AEC	15605.54	4	624.22	System Generated	2023-03-24 09:29:25.7566667	"Tailspin Toys (Mount Montgomery, NV)"	Mohali	6	(702) 555-0100	(702) 555-0101	http://www.tailspintoys.com/MountMontgomery	Shop 284	1909 Cosic Crescent	2023-03-24 09:29:25.7566667
96F41E75-526D-49A4-A423-C5D334DAAC74	2022-11-21 12:21:16.7300000	1FAC1738-DD41-4DE5-A10A-2E58C01A955F	24808.62	10	2480.86	System Generated	2022-11-21 12:21:16.7300000	"Tailspin Toys (Aceitunas, PR)"	Hapur	8	(787) 555-0100	(787) 555-0101	http://www.tailspintoys.com/Aceitunas	Suite 243	328 Bhat Street	2022-11-21 12:21:16.7300000
0B31FA94-482D-4A91-9356-B2E61C3B471D	2023-12-18 14:18:01.8933333	8724727E-2201-40F8-9A5D-1C047B084BBE	17776.78	2	355.54	System Generated	2023-12-18 14:18:01.8933333	"Wingtip Toys (Mendoza, TX)"	Maharajganj	7	(210) 555-0100	(210) 555-0101	http://www.wingtiptoys.com/Mendoza	Unit 42	1448 Brasseur Boulevard	2023-12-18 14:18:01.8933333
BE2B7E9D-A8AC-44F8-B4A3-B429DC255983	2023-03-09 13:09:22.4766667	EEB66423-DF4D-44BA-8008-383C61894F24	23015.48	5	1150.77	System Generated	2023-03-09 13:09:22.4766667	"Tailspin Toys (Antares, AZ)"	Mhowgaon	8	(480) 555-0100	(480) 555-0101	http://www.tailspintoys.com/Antares	Unit 148	307 Raju Street	2023-03-09 13:09:22.4766667
413275FB-ABDA-45C7-9A60-7A6E2FAFADBA	2023-03-24 11:25:25.5933333	D9FD981E-BA96-4AB6-A0F1-3FBD60CF32BD	20097.25	2	401.94	System Generated	2023-03-24 11:25:25.5933333	Sung-Hwan Yoo	Madhepura	8	(210) 555-0100	(210) 555-0101	http://www.microsoft.com/	Suite 9	1316 Marcela Lane	2023-03-24 11:25:25.5933333
3EF6DD88-EC3C-45EE-99E7-E83E358D2A48	2024-02-08 17:01:01.7300000	6BDDF3BD-0910-4D35-B2F3-0FC233F96EBD	23524.35	4	940.97	System Generated	2024-02-08 17:01:01.7300000	"Wingtip Toys (Griswoldville, GA)"	Panna	13	(229) 555-0100	(229) 555-0101	http://www.wingtiptoys.com/Griswoldville	Suite 270	1281 Kalejs Crescent	2024-02-08 17:01:01.7300000
