ShipmentNo	Ord	ShipmentDate	Amount	ExpectedDeliveryDays	CreatedBy	VehicleNo	EnteredOn	Name	Pnumber	Line1	Line2
1F355489-E137-4829-A9DF-AC8F9CB99FD9	DDE8B996-4AC5-46E0-8F70-E9BF846C591A	2023-01-06 09:36:16.9666667	10012.37	4	System Generated	CBC-0057	2023-01-06 09:36:16.9666667	Gadhar Das	(217) 555-0100	Suite 25	1122 Constanza Street
3A48D8DE-19BB-49A1-8077-D10890CB2C31	99570C8B-B5B4-4CA0-B8A0-702C47188136	2023-01-12 09:41:17.7166667	13171.22	3	System Generated	ECB-0039	2023-01-12 09:41:17.7166667	"Tailspin Toys (Sun River, MT)"	(406) 555-0100	Unit 249	1229 Bordelon Lane
771F7FB6-AAFA-4F9E-B6D0-20D8BA8BBB4B	E1903A9E-230B-4D2B-90D2-262D9174BE4E	2023-01-13 18:03:19.6600000	11932.48	6	System Generated	AEB-0065	2023-01-13 18:03:19.6600000	"Wingtip Toys (Crossroads, NM)"	(505) 555-0100	Unit 288	1925 Ankitham Road
92BE1396-12DB-412D-8D23-71F1912D6F9E	59CE5C20-D6C5-42C6-87C0-643366808616	2023-01-13 14:23:19.6766667	11241.41	7	System Generated	CEC-0083	2023-01-13 14:23:19.6766667	"Wingtip Toys (Naches, WA)"	(206) 555-0100	Unit 42	323 Buecek Crescent
07910DE4-7796-47C3-9543-585CAA84864A	FB1C6B51-3093-419E-AB53-95638817B12B	2023-01-13 14:17:19.7100000	24860.55	5	System Generated	EDE-0044	2023-01-13 14:17:19.7100000	"Wingtip Toys (Taft Heights, CA)"	(209) 555-0100	Shop 121	1772 Fallaci Crescent
6CDBFF18-877C-45F6-8E1C-09C6DAF3C3FB	0C83B74D-0797-4AE7-974D-A0F359CABA4B	2023-01-13 15:01:20.1966667	13970.69	3	System Generated	BAB-0022	2023-01-13 15:01:20.1966667	Magdalena Michnova	(907) 555-0100	Unit 13	464 Mutlu Lane
DDCE0C95-D7F8-4B78-BA78-D8865E526097	F4013DC2-0F93-4AA6-B29C-A92F7E3B131F	2023-01-13 13:39:21.2633333	12074.23	3	System Generated	EEB-0057	2023-01-13 13:39:21.2633333	"Tailspin Toys (Ashtabula, OH)"	(216) 555-0100	Shop 237	612 Gill Crescent
E8ED1CB9-B081-45F5-A4DE-1837CDE8F92D	7A15A3F4-D71B-4187-8060-B543F82E48C6	2023-01-13 09:05:21.3933333	24110.09	7	System Generated	EDE-0047	2023-01-13 09:05:21.3933333	Flynn Moresby	(423) 555-0100	Shop 22	557 Kamila Road
0B46031F-87DE-484A-9FE0-D8963A9C5CC2	0ED3EE06-7EFD-4F47-BE21-C9331071E86D	2023-01-13 11:09:21.7366667	10453.57	6	System Generated	BAB-0073	2023-01-13 11:09:21.7366667	"Tailspin Toys (Fishtail, MT)"	(406) 555-0100	Unit 49	469 Patel Avenue
51FC9B41-1C35-48BB-9E21-7A3ADA183B8D	2998B2AA-F728-43D2-9366-10EC6A9C517E	2023-03-08 12:50:21.2000000	23127.56	6	System Generated	ACE-0048	2023-03-08 12:50:21.2000000	Damodara Trivedi	(210) 555-0100	Shop 23	682 Shantanu Boulevard
93DBC92A-C52D-47BC-A145-05D8DD4D45A1	1788EAEF-7F23-4246-B184-3B81EC25BFDA	2023-03-08 16:20:21.2333333	11967.80	7	System Generated	EAC-0031	2023-03-08 16:20:21.2333333	"Tailspin Toys (Rafael CapÛ, PR)"	(787) 555-0100	Unit 129	1268 Pakalapati Street
B968DABC-5725-4DA3-9826-2E68F30757D2	895E281E-936F-40AC-A54A-7C3D8E909C3B	2023-03-08 10:55:21.2766667	19677.03	5	System Generated	EBC-0090	2023-03-08 10:55:21.2766667	"Tailspin Toys (East Dailey, WV)"	(304) 555-0100	Unit 188	838 Lucescu Street
D5AB6480-9E81-4D91-B6C1-8E9B9DB95128	FAB2EA3B-555D-4473-96CA-9D8D28BB56B5	2023-03-08 17:23:21.2900000	11364.00	4	System Generated	BEB-0046	2023-03-08 17:23:21.2900000	"Tailspin Toys (Terre du Lac, MO)"	(314) 555-0100	Suite 93	171 Bite Lane
DE87AB82-A09B-4D49-AE03-8859F529EFCB	22F9D828-DC6A-4431-9C20-4930473D1687	2023-03-11 15:07:20.6533333	10264.31	5	System Generated	DDE-0064	2023-03-11 15:07:20.6533333	Emma Salpa	(205) 555-0100	Suite 4	105 Jitka Street
ADFFE6BC-22EE-492A-BE62-FDE5142CFB4F	AF499584-2C0E-4535-B821-4B5DB1BCC36E	2023-03-11 15:05:20.6733333	11984.14	6	System Generated	CBE-0057	2023-03-11 15:05:20.6733333	Daniel Martensson	(225) 555-0100	Shop 21	622 Pavel Boulevard
B255ED1E-8532-496B-8357-D303D068CFB2	8161330A-1B7D-4744-8E81-6EFC188A817E	2023-03-11 13:13:20.7033333	12791.07	3	System Generated	CBC-0078	2023-03-11 13:13:20.7033333	"Tailspin Toys (Roe Park, NY)"	(212) 555-0100	Shop 219	528 Persson Road
8661EF2F-6B33-4194-95BD-D335EE6923EB	B46C0A29-C131-4363-9157-9C9D15E29AF4	2023-03-11 16:32:20.7500000	21324.33	5	System Generated	EEE-0080	2023-03-11 16:32:20.7500000	"Wingtip Toys (West Frostproof, FL)"	(239) 555-0100	Shop 39	692 Barney Lane
A8FD54B1-1130-4446-80B6-7015DAC3735A	8787637D-27F9-4C80-95DE-A912C0497819	2023-03-11 12:38:20.7800000	13604.33	6	System Generated	ACE-0031	2023-03-11 12:38:20.7800000	"Tailspin Toys (Tumacacori, AZ)"	(480) 555-0100	Unit 23	1991 Clark Street
D4BFD2F1-79C8-4330-8711-DACB5F2E378F	30C60DA2-FCCA-4DF0-9407-B4C627A83B6E	2023-03-11 18:07:20.8066667	21116.79	7	System Generated	ABD-0096	2023-03-11 18:07:20.8066667	"Tailspin Toys (Dundarrach, NC)"	(252) 555-0100	Shop 181	818 Paulet Avenue
EEB7DE95-7EB5-4C24-969D-CCED8CA88EE1	A48755D7-6012-4450-A02F-1D0D7AE22BA3	2023-03-12 17:29:20.5500000	17305.89	4	System Generated	AEE-0074	2023-03-12 17:29:20.5500000	Isidora Morales	(406) 555-0100	Shop 12	1633 Kanaparthi Lane
D4E2534F-0C84-4F78-B6D8-03C45A3F4227	4640FC82-05D3-4ECB-8E0E-7CDD366CF5FE	2023-03-12 09:48:20.6400000	13727.52	4	System Generated	CDE-0065	2023-03-12 09:48:20.6400000	Manjunatha Karnik	(405) 555-0100	Suite 8	1768 Kwanjai Crescent
631B4A71-C3D8-4C82-8C1E-E9BDA3A8BB07	C14906D4-C28C-464B-8E8F-13205770BE26	2023-03-15 14:08:20.0233333	13595.31	7	System Generated	CAA-0022	2023-03-15 14:08:20.0233333	"Tailspin Toys (Gardere, LA)"	(225) 555-0100	Unit 72	1195 Rozitis Road
32183C1E-FCBA-44E2-A506-350BEFBD32A4	9D0584B5-2801-410E-9D39-25E80FC70007	2023-03-15 14:40:20.1233333	21459.02	6	System Generated	CBC-0023	2023-03-15 14:40:20.1233333	"Tailspin Toys (Annamoriah, WV)"	(304) 555-0100	Unit 280	1394 Ankitham Crescent
1AF02AED-952E-40E0-84A5-782B53C65081	94DD3171-11E6-4822-B6C3-410CC2F29031	2023-03-15 10:12:20.1433333	21769.35	7	System Generated	CCA-0006	2023-03-15 10:12:20.1433333	Tai Bach	(219) 555-0100	Suite 14	1831 Vulpes Crescent
323C82CE-EF13-4862-8462-2FC8F8AF3DE9	D3E10756-818F-4C75-967B-5365C31D528A	2023-03-16 12:02:21.3933333	14115.77	7	System Generated	EBC-0065	2023-03-16 12:02:21.3933333	Bhaamini Palagummi	(212) 555-0100	Unit 29	1035 Clarissa Avenue
998456C2-2608-410B-B0C5-41219F71B28D	31043215-7AC3-484F-BFD6-6B33745AE3D2	2023-03-16 12:11:21.4866667	22930.15	3	System Generated	ECD-0043	2023-03-16 12:11:21.4866667	Radha Barua	(405) 555-0100	Unit 7	1949 Kotadia Road
C64E9E22-952D-47A3-B2BE-810514565E95	4B85A807-AAD5-478A-8E2E-D0203415373D	2023-03-16 10:27:21.7233333	14983.04	4	System Generated	ECA-0055	2023-03-16 10:27:21.7233333	Ramesh Das	(262) 555-0100	Shop 11	737 Bao Boulevard
FDD766F4-C981-4883-9D73-1BCEC861EE49	68B458FA-2049-4A97-9389-D25003CD2F0C	2023-03-16 15:32:21.8066667	24127.98	4	System Generated	AAA-0083	2023-03-16 15:32:21.8066667	"Wingtip Toys (Ruthsburg, MD)"	(240) 555-0100	Unit 123	688 senturk Crescent
29F8D7E7-72EE-4574-A86B-4DA20927BB55	034696EF-2D4C-43DB-A20D-D9A95A338ED9	2023-03-16 11:00:21.9300000	12161.36	7	System Generated	ECE-0063	2023-03-16 11:00:21.9300000	"Tailspin Toys (Goffstown, NH)"	(603) 555-0100	Unit 166	1822 Gruber Lane
9DB9C54F-8C0A-4EB6-B009-8175D8E9DA97	4448EB07-2B22-4062-87F8-68D6F986340D	2023-03-09 15:21:21.1400000	19098.76	6	System Generated	CED-0031	2023-03-09 15:21:21.1400000	Adrian Lindqvist	(701) 555-0100	Suite 8	27 Ngoc Road
7AFC649A-FC65-4E0E-BEC3-B4EDC4273447	17C5E174-6320-41CC-BDF2-B62340C0CDBA	2023-03-19 11:04:21.2100000	18607.59	4	System Generated	DBC-0052	2023-03-19 11:04:21.2100000	Be Trang	(405) 555-0100	Unit 26	33 Rezaei Boulevard
8E23F81A-4B32-4B7E-94E9-393BCE52DD61	3B4BC966-05B6-4682-9121-59A4F6815AC3	2023-03-20 11:54:20.4500000	22229.87	7	System Generated	DDC-0095	2023-03-20 11:54:20.4500000	Emil Roman	(210) 555-0100	Suite 13	1301 Bhutia Street
057112EE-9F7F-4729-90FF-D18749A64314	B2B18F8E-9251-40AC-B8F1-A31268357C1A	2023-03-20 10:58:20.4633333	12010.33	5	System Generated	DBE-0041	2023-03-20 10:58:20.4633333	"Tailspin Toys (Cherry Grove Beach, SC)"	(803) 555-0100	Unit 9	406 Malakar Lane
D8E1600D-7DA0-4E98-9DCB-13AA80B7BB61	96616C93-5E06-442A-AA00-A9E11ACE63CF	2023-03-23 09:54:21.2600000	10696.50	7	System Generated	BAA-0063	2023-03-23 09:54:21.2600000	Marcela Lucescu	(231) 555-0100	Unit 5	201 Glissen Lane
5697BE79-2660-457B-9A58-E7E198DB509D	F55A59C6-A08A-4886-B5E8-218B0AFE61FF	2023-03-25 12:30:22.3900000	12931.20	7	System Generated	CAA-0007	2023-03-25 12:30:22.3900000	"Wingtip Toys (Crossroads, NM)"	(505) 555-0100	Unit 288	1925 Ankitham Road
8BB4DF3F-6477-4D62-8B80-1E29CBED0CEB	447CB820-B910-4121-BCDD-CCB580DAF874	2023-03-25 09:32:22.7133333	14970.94	3	System Generated	DDC-0065	2023-03-25 09:32:22.7133333	"Wingtip Toys (Lytle, TX)"	(210) 555-0100	Unit 95	882 Bhuiyan Crescent
A7C93905-A5F3-4802-AB52-A7B06519AD76	5ABFB502-53FB-401D-B0EF-B90D2F6E8191	2023-03-17 11:57:21.0566667	14205.75	7	System Generated	AAD-0015	2023-03-17 11:57:21.0566667	Ludmila Smidova	(480) 555-0100	Unit 31	413 Wattanasin Boulevard
8B58432E-2BBD-4C62-832E-2E44313E6F82	B8C44408-E4E6-471F-8142-F0160A9720DB	2023-03-17 14:00:21.0766667	13921.70	4	System Generated	AAB-0054	2023-03-17 14:00:21.0766667	"Tailspin Toys (Maypearl, TX)"	(210) 555-0100	Suite 157	1119 Friar Boulevard
0A70D5B7-20D6-4E23-ACAF-1AEF42763B1E	11D955FA-711E-4899-BF28-F2F01D799A38	2023-03-17 10:49:21.1633333	22423.05	7	System Generated	EAB-0089	2023-03-17 10:49:21.1633333	Gagan Sengupta	(209) 555-0100	Shop 2	286 Abhoy Crescent
7760B2EE-99F7-4216-84CB-C9B69E41E5D3	08C835D0-B73B-400B-A7F3-931331C14AD8	2023-03-18 11:55:20.9266667	23749.39	5	System Generated	DAA-0017	2023-03-18 11:55:20.9266667	Caterina Pinto	(907) 555-0100	Suite 13	1278 Lam Street
2205D36D-3E06-417C-A077-C6E0423C7991	BF07C83C-80B3-4AD2-8499-F46FF32D77F4	2023-03-18 15:09:21.0166667	13562.04	6	System Generated	BDC-0009	2023-03-18 15:09:21.0166667	Joel Carrillo	(405) 555-0100	Unit 18	227 Paruchuri Boulevard
957FB768-35CD-40B4-A709-F830273E9670	8E622CB5-0A41-4AAC-A330-F554D558FD64	2023-03-18 12:09:21.0533333	22924.94	7	System Generated	ECD-0023	2023-03-18 12:09:21.0533333	Nhung Thach	(480) 555-0100	Suite 4	198 Benjaree Road
47CCA3C0-2C49-4B28-99C0-E6BB9B3827BF	D9FD981E-BA96-4AB6-A0F1-3FBD60CF32BD	2023-03-22 15:52:20.5466667	19990.52	7	System Generated	EDA-0095	2023-03-22 15:52:20.5466667	"Tailspin Toys (Cundiyo, NM)"	(505) 555-0100	Suite 117	1940 Shim Avenue
FEC145E5-D1AD-4B32-B14D-6872FF551240	F512C956-F11C-4FAD-A5F5-054AF2226B5B	2023-03-26 09:51:21.0433333	21602.20	4	System Generated	BCD-0064	2023-03-26 09:51:21.0433333	Johanna Hoornstra	(210) 555-0100	Suite 13	285 Dupuy Street
57F92613-7D4F-4915-882D-9F400063813F	711859F3-CF96-4A7A-9019-14FD9B2C75A1	2023-03-26 15:32:21.0833333	22927.04	6	System Generated	EEE-0040	2023-03-26 15:32:21.0833333	"Tailspin Toys (Valdese, NC)"	(252) 555-0100	Suite 127	199 Das Street
E4E97FA8-B8F2-4747-A724-4567E17E3C61	3884976E-04DD-4026-BF2A-0BDF0CCF1EA0	2023-03-29 13:44:21.0900000	15677.58	4	System Generated	EEC-0038	2023-03-29 13:44:21.0900000	Annette  Hetu	(405) 555-0100	Unit 30	1595 Anima Avenue
F7A860F7-D28E-4717-830C-4AD5D5084DC9	030FAA93-1441-46EC-B5F5-12C18EEEE486	2023-03-29 12:22:21.1133333	12982.10	4	System Generated	DDB-0048	2023-03-29 12:22:21.1133333	"Tailspin Toys (Rafael CapÛ, PR)"	(787) 555-0100	Unit 129	1268 Pakalapati Street
007FDA22-1978-47D2-B573-263DABDF82FD	00FC7404-2DD5-4C73-BFD5-438BE4EC4E4D	2023-03-29 15:37:21.3000000	21906.35	4	System Generated	DBD-0072	2023-03-29 15:37:21.3000000	Jack Walker	(316) 555-0100	Shop 3	1188 Krastins Avenue
15B08E3F-164C-4F16-A6E3-6DA999006E13	BC06FB82-3FBB-480D-BF5F-438F0464BCC9	2023-03-31 09:34:22.2933333	17717.53	7	System Generated	DAB-0047	2023-03-31 09:34:22.2933333	"Tailspin Toys (Biscay, MN)"	(218) 555-0100	Suite 67	413 Keskkula Lane
C1A669B5-5808-46B9-8FE0-5B88EDD8994B	D5364BED-9808-4878-BCF2-6491C9969743	2023-03-31 13:52:22.3833333	14457.83	7	System Generated	ABC-0033	2023-03-31 13:52:22.3833333	Raymond Beauchamp	(229) 555-0100	Unit 14	1877 Giovanna Street
74E69DA6-19A1-4C8D-BB7C-8BD89B363ECA	191C79A3-361A-47B1-9D98-A4930AF594A7	2023-03-31 17:17:22.4800000	23300.02	5	System Generated	BCC-0095	2023-03-31 17:17:22.4800000	"Wingtip Toys (Homer City, PA)"	(215) 555-0100	Suite 149	1993 TunC Street
330481BC-2E0E-423F-B61D-130EAF751239	8E42CBF8-F945-4C3C-9F6B-D3FBBFE3C82E	2023-03-31 13:29:22.5266667	12461.44	7	System Generated	CEA-0082	2023-03-31 13:29:22.5266667	Baran Jonsson	(458) 555-0100	Shop 9	1349 Lukstina Road
EB278202-9D1D-46F8-B6D1-D0FC01E817F2	D0D1D387-2511-433F-83B6-F7265F77DD9E	2023-03-31 15:50:22.5733333	22288.53	5	System Generated	AAE-0013	2023-03-31 15:50:22.5733333	"Wingtip Toys (Athol Springs, NY)"	(212) 555-0100	Shop 205	840 Rezaei Lane
28FF2FC0-02DC-4357-909F-D910AC172F95	147533BA-EDF3-41B0-A6BB-11C48ADC2F7B	2023-04-02 16:02:23.2166667	13769.31	6	System Generated	EAC-0003	2023-04-02 16:02:23.2166667	Kristi Kuusik	(206) 555-0100	Shop 7	316 Leticia Boulevard
A0BFD18D-6608-4BC0-8D10-693B48F424FF	131D83B0-65CD-4E65-AF6B-03204E562804	2023-04-03 10:36:23.0166667	10198.43	3	System Generated	BAC-0095	2023-04-03 10:36:23.0166667	Judit Gyenes	(385) 555-0100	Unit 10	414 Isa Crescent
D2693268-8370-44DB-81E6-5DD146BEFDA0	4ECE83BA-E898-4226-A5D0-45C6A1909162	2023-03-26 12:44:21.1000000	18046.67	5	System Generated	BDC-0055	2023-03-26 12:44:21.1000000	"Wingtip Toys (Mooringsport, LA)"	(225) 555-0100	Unit 248	104 Nutiu Crescent
C3A58BA8-CB19-4C21-9700-FF019E2941CA	1A8F1C63-0482-4B17-AA82-5018B930BFD8	2023-03-26 14:46:21.1266667	17564.08	4	System Generated	CCB-0001	2023-03-26 14:46:21.1266667	"Tailspin Toys (Elrosa, MN)"	(218) 555-0100	Shop 251	835 Bach Crescent
28F4679C-72FD-45D3-8234-6F6C79FBFC27	8CADCF46-C2CB-431E-AA4D-C3DAC98D85E5	2023-03-26 16:47:21.3366667	18366.70	4	System Generated	ADA-0025	2023-03-26 16:47:21.3366667	Aishwarya Tottempudi	(787) 555-0100	Shop 4	1577 Sandhya Boulevard
37E86634-A8A3-42EF-9AA4-5B977C2AECF5	A2E6F43D-83A2-42BB-A8BA-48EA81E1C2CF	2023-03-27 09:41:21.3933333	18557.52	4	System Generated	BCC-0058	2023-03-27 09:41:21.3933333	Anna Mazzanti	(314) 555-0100	Shop 31	1552 Johansson Lane
BCB008FD-B392-40E6-B63D-62D39068BA76	213E3E93-0509-460D-B353-4CDB06AAB9F8	2023-03-27 16:07:21.4100000	20320.40	4	System Generated	CED-0037	2023-03-27 16:07:21.4100000	"Wingtip Toys (Cadogan, PA)"	(215) 555-0100	Shop 111	1266 Aggarwal Road
022779F9-2733-499C-9E25-96D4B326E973	21E1CD5B-6C7D-410B-9C91-CE1E2DF942B3	2023-03-27 16:06:21.5033333	16331.04	4	System Generated	BCB-0051	2023-03-27 16:06:21.5033333	Leila Carvalho	(217) 555-0100	Suite 24	1051 Nutiu Road
E47A06BD-600E-4589-B72F-FF0DA39157BA	3C66A4CA-D9C4-4C84-96DF-45D1FB2549CD	2023-03-28 15:32:20.7333333	12919.31	3	System Generated	EAE-0066	2023-03-28 15:32:20.7333333	"Tailspin Toys (Belgreen, AL)"	(205) 555-0100	Suite 118	469 Formanek Street
56C864BE-B89B-4CA2-8604-B8E75626D9FB	A5323AC4-DC74-4205-8F9A-5E544A0F71E8	2023-03-28 17:07:20.7466667	20138.11	3	System Generated	CEE-0082	2023-03-28 17:07:20.7466667	Alena Kellnerova	(303) 555-0100	Shop 29	101 Jonsson Lane
CE38B905-BE6E-4D76-ACAC-1A297332FB68	884FDE3B-6D3C-443A-8DE0-7CE4C42760E2	2023-03-28 13:12:20.7833333	20354.64	6	System Generated	CDC-0092	2023-03-28 13:12:20.7833333	Drishti Bose	(479) 555-0100	Shop 12	262 Seo-yun Boulevard
3CFAE437-F499-4534-98E9-18B88521EB2D	59043112-A581-4C43-8B70-88741172B288	2023-03-28 15:36:20.8133333	23477.31	7	System Generated	EBC-0043	2023-03-28 15:36:20.8133333	Valter Viiding	(216) 555-0100	Suite 10	129 Jo Road
22D99D07-6133-4CDF-96F2-5CF4BA139195	372F5357-0E7F-404A-BBE4-E493CBFD090B	2023-03-28 13:50:20.8600000	14381.28	4	System Generated	DCA-0044	2023-03-28 13:50:20.8600000	Kamila Michnova	(210) 555-0100	Unit 19	729 Van Lier Street
FAD16CD4-AD05-4DC0-B802-FE3DD8034B19	3A4BDF6D-763D-46E2-B9FD-03DC2705E1F7	2023-04-01 17:48:22.8333333	11369.78	4	System Generated	EAC-0056	2023-04-01 17:48:22.8333333	Adrian Lindqvist	(701) 555-0100	Suite 8	27 Ngoc Road
46D95132-9B18-499D-97FC-42FE5A4D54F1	75A17904-BE26-48C1-B8E4-328C0EDA2D65	2023-04-01 08:42:22.8833333	17240.84	4	System Generated	CDB-0011	2023-04-01 08:42:22.8833333	"Tailspin Toys (Belgreen, AL)"	(205) 555-0100	Suite 118	469 Formanek Street
4F7F647D-21D6-460B-A423-0274565D6D0D	44744291-42A1-4051-95C7-4267DC3CE84B	2023-04-01 15:07:22.9300000	18645.49	4	System Generated	CAD-0057	2023-04-01 15:07:22.9300000	Tailspin Toys (Head Office)	(308) 555-0100	Shop 38	1877 Mittal Road
07D7425F-9812-451F-BE3E-F5EE48C4F2DB	0D1CB57D-8716-4370-BC39-6F30D7ED6E4B	2023-04-04 15:19:23.3900000	12683.83	6	System Generated	ECA-0056	2023-04-04 15:19:23.3900000	"Wingtip Toys (Obion, TN)"	(423) 555-0100	Shop 113	1041 Khalsa Crescent
D0AADFCE-FC1F-4674-9F31-7997D7F68B7D	44A5312B-1B98-48AD-9C2F-2B05E75664A3	2023-03-30 12:34:21.8866667	17522.94	3	System Generated	ECD-0059	2023-03-30 12:34:21.8866667	"Tailspin Toys (Madaket, MA)"	(339) 555-0100	Suite 2	1052 Hoa Lane
28B43413-C967-4E62-BA82-ADF3DF81E7D7	07F55E1E-43DA-4300-B64A-5DB96013DD9E	2023-03-30 16:37:21.9300000	11205.95	6	System Generated	ADB-0024	2023-03-30 16:37:21.9300000	"Wingtip Toys (Orick, CA)"	(209) 555-0100	Unit 301	1612 TunC Avenue
322D5063-1160-498E-A3BF-0C6619C46C17	70E83E10-F79D-4EB6-8C3A-7FA6C697662D	2023-03-30 17:59:22.0800000	15103.36	4	System Generated	CDC-0095	2023-03-30 17:59:22.0800000	Chuan Wattanasin	(217) 555-0100	Suite 8	1774 Yadav Crescent
A1D74287-0D9C-4996-9868-A5A9F7EF0382	3110D9AA-5523-4767-80F9-96EEB4407D2F	2023-03-30 14:00:22.1266667	18557.95	6	System Generated	DEB-0080	2023-03-30 14:00:22.1266667	Salamans Karklins	(458) 555-0100	Shop 28	1933 Akanksha Road
D0081DE8-0AA8-401D-9A2B-DD3D52A25A2B	42F1EB11-3849-4729-A77E-C5712E4756FB	2023-04-05 13:43:22.8033333	22266.02	4	System Generated	CEB-0044	2023-04-05 13:43:22.8033333	"Tailspin Toys (Roe Park, NY)"	(212) 555-0100	Shop 219	528 Persson Road
BE0855D5-EBEE-4006-BF4C-FA42782CB45B	9B7139A2-5DBF-4E32-B7A9-C85953DAB6CA	2023-04-05 17:59:22.8200000	22648.57	7	System Generated	DED-0083	2023-04-05 17:59:22.8200000	"Tailspin Toys (Frankewing, TN)"	(423) 555-0100	Shop 27	904 Kellnerova Street
790F3EBD-528E-4770-AC45-9F5521E1E7C1	BBA94777-9291-4142-9FE2-D7219DF839CF	2023-04-05 18:19:22.8800000	13294.03	7	System Generated	EEC-0005	2023-04-05 18:19:22.8800000	"Wingtip Toys (Mayhill, NM)"	(505) 555-0100	Suite 11	898 Kim Boulevard
BB0A8AD5-69C1-4BB5-AB3C-93DC3BF56F3F	C09DFE0A-5580-47D3-8932-1BBF52E05B6E	2023-04-08 17:01:23.6566667	12740.11	5	System Generated	ABC-0087	2023-04-08 17:01:23.6566667	Anindya Ghatak	(219) 555-0100	Unit 17	1957 Nantakarn Avenue
F2652E8F-61DE-4547-98DE-7CD8BF8262C5	93D93B3D-53A2-4385-ACF3-43995101803E	2023-04-09 18:21:23.2166667	16263.54	5	System Generated	CED-0062	2023-04-09 18:21:23.2166667	"Wingtip Toys (Del Valle, TX)"	(210) 555-0100	Shop 21	1064 Vulpes Street
316710C5-071F-4F4A-B851-2615F73DEB71	1A974B84-0C04-4710-9454-F9B031797F49	2023-04-09 15:15:23.4166667	11555.06	4	System Generated	BAD-0039	2023-04-09 15:15:23.4166667	Amrita Ganguly	(787) 555-0100	Suite 5	1064 Eugen Lane
C3578748-A6DB-45DD-B814-06E31E3EBD66	B8214A4B-85ED-489F-A5E7-8204BE76608E	2023-04-04 09:09:23.4400000	10835.42	6	System Generated	DDB-0057	2023-04-04 09:09:23.4400000	"Tailspin Toys (Upper Preston, WA)"	(206) 555-0100	Suite 105	980 Preda Crescent
9DCC8FE1-17A9-427D-8E88-9B01B68463E7	5F66174F-65DF-44C9-A593-83C5628CF374	2023-04-04 12:43:23.4600000	12713.66	4	System Generated	DBB-0071	2023-04-04 12:43:23.4600000	Serdar ozCelik	(210) 555-0100	Unit 2	473 Mani Avenue
3DCC1F46-2BAA-49E1-B010-5ADCBA5F59B7	08168F70-5FCA-4DA2-A28B-88A399A4AF5B	2023-04-04 18:12:23.4733333	11342.92	4	System Generated	ADA-0056	2023-04-04 18:12:23.4733333	Allan Mannik	(218) 555-0100	Shop 26	791 Lill Lane
DC325C97-F60F-490D-958B-990BFC87FDB9	5D17C8D6-8667-43A1-9E1D-A7399B6C0912	2023-04-04 11:31:23.5500000	24570.14	7	System Generated	ADA-0021	2023-04-04 11:31:23.5500000	"Tailspin Toys (Mappsburg, VA)"	(276) 555-0100	Shop 177	1736 Han Avenue
4CA35F90-25FE-49D1-B7AC-5D71A813F65A	E098D026-967F-45C2-8F9B-1AE4D6084DFE	2023-04-06 15:07:23.0700000	24879.79	6	System Generated	EBB-0054	2023-04-06 15:07:23.0700000	"Wingtip Toys (Leathersville, GA)"	(229) 555-0100	Unit 77	1555 Negi Crescent
204198DA-3E42-4553-9A8B-8A5755D39A11	B06C69BD-29EB-4671-856B-A4D6F8936099	2023-04-06 14:55:23.1600000	20974.89	3	System Generated	DBA-0040	2023-04-06 14:55:23.1600000	"Tailspin Toys (Jemison, AL)"	(205) 555-0100	Suite 31	589 Sagese Lane
84215F4D-177F-486F-B047-E47E0048CFA3	CFEF03AE-2A6B-4135-B681-B94613217CC5	2023-04-06 17:08:23.1933333	24542.14	5	System Generated	BCC-0099	2023-04-06 17:08:23.1933333	Vjekoslava Brkic	(319) 555-0100	Shop 19	1290 Wander Street
1F47BC4F-590D-48C0-ABAF-DEF10F938671	B7A9E734-25AC-4F2A-9127-01FF4665EAC1	2023-04-07 14:21:23.0166667	14175.95	3	System Generated	CCB-0049	2023-04-07 14:21:23.0166667	"Wingtip Toys (Lexington Heights, MI)"	(231) 555-0100	Shop 234	390 Korjus Road
2AF68F6A-E5F5-477A-801F-FC1DDACE74AE	6B74F8C6-E29A-4224-B55E-6F08333E4961	2023-04-07 14:05:23.1633333	19635.78	3	System Generated	CBD-0086	2023-04-07 14:05:23.1633333	"Tailspin Toys (Airport Drive, MO)"	(314) 555-0100	Unit 115	232 Abbasi Avenue
5605CAD0-935E-4B65-9221-7363170B0FB5	AFA40FEC-3D43-47F0-860F-A7D051371F8B	2023-04-07 14:51:23.3166667	13040.52	5	System Generated	AEA-0010	2023-04-07 14:51:23.3166667	"Tailspin Toys (Knifley, KY)"	(270) 555-0100	Shop 112	1591 Bhowmick Street
738AA8D1-B410-4FF2-BAA5-6B27653F8F5D	80D460B7-06CC-4517-B11B-D9FFDC1C0B87	2023-04-07 12:07:23.3600000	19465.08	6	System Generated	AED-0036	2023-04-07 12:07:23.3600000	Vjekoslava Brkic	(319) 555-0100	Shop 19	1290 Wander Street
C65554AD-29D7-4D1D-8EFF-3DED9B11B814	080827C1-C82B-4E0B-8150-E7B1F5642853	2023-04-07 18:16:23.3833333	18093.39	7	System Generated	CEE-0028	2023-04-07 18:16:23.3833333	"Tailspin Toys (College Place, WA)"	(206) 555-0100	Shop 151	1536 Bhutia Avenue
