Ord	ODate	wt	TotalValue	ProductName	ProductNumber	color	StandardCost	size	Weight	CreatedBy	EnteredOn	SEntityName	SPNo	SFax	SUrl	sLine1	SLine2	REntityName	RPNo	RFax	RUrl	RLine1	RLine2	SCity	OBranch	DCity	DBranch
4CE4D128-2C37-4EB1-BB04-16E7B5151038	2023-04-01 12:01:22.7066667	812.27	629836.06	Flat Washer 7	FW-9160	NULL	0	NULL	NULL	System Generated	2023-04-01 12:01:22.7066667	"Tailspin Toys (Tumacacori, AZ)"	(480) 555-0100	(480) 555-0101	http://www.tailspintoys.com/Tumacacori	Unit 23	1991 Clark Street	"Tailspin Toys (Good Hart, MI)"	(231) 555-0100	(231) 555-0101	http://www.tailspintoys.com/GoodHart	Shop 80	2001 Rajanala Road	Panruti	Tamil Nadu	Nokha	Bihar
6E77A528-B77B-4AE3-9949-A5B81F6C2A0E	2022-10-25 18:35:12.3066667	917.74	615649.52	HL Road Seat Assembly	SA-R522	NULL	145.869995117188	NULL	NULL	System Generated	2022-10-25 18:35:12.3066667	"Tailspin Toys (Glen Avon, CA)"	(209) 555-0100	(209) 555-0101	http://www.tailspintoys.com/GlenAvon	Unit 32	917 Morgan Boulevard	Prasad Raju	(205) 555-0100	(205) 555-0101	http://www.microsoft.com/	Unit 15	1562 Durdanah Road	Umaria	Madhya Pradesh	Bhavnagar	Gujarat
9F1DDC75-1B02-4203-9AB6-0ABBD38C53D5	2022-10-11 22:57:01.1133333	866.50	206205.14	"Long-Sleeve Logo Jersey, L"	LJ-0192-L	Multi	38.4922981262207	L	NULL	System Generated	2022-10-11 22:57:01.1133333	"Tailspin Toys (Glen Avon, CA)"	(209) 555-0100	(209) 555-0101	http://www.tailspintoys.com/GlenAvon	Unit 32	917 Morgan Boulevard	"Tailspin Toys (Sylvanite, MT)"	(406) 555-0100	(406) 555-0101	http://www.tailspintoys.com/Sylvanite	Shop 245	705 Dita Lane	Mysore	Karnatka	Gurgaon	Haryana
A099A50B-CFC1-4470-8D0F-AFBB567E0237	2022-11-11 15:54:14.7066667	838.83	374809.78	"LL Road Frame - Red, 58"	FR-R38R-58	Red	187.157104492188	58	2.46	System Generated	2022-11-11 15:54:14.7066667	"Tailspin Toys (Glen Avon, CA)"	(209) 555-0100	(209) 555-0101	http://www.tailspintoys.com/GlenAvon	Unit 32	917 Morgan Boulevard	"Wingtip Toys (Licking, MO)"	(314) 555-0100	(314) 555-0101	http://www.wingtiptoys.com/Licking	Shop 64	279 Walkky Crescent	Utraula	Uttar Pradesh	Shirdi	Maharashtra
47F07661-C6E4-4BF0-B139-5AAD76098AEA	2023-12-19 20:38:00.6266667	879.88	135728.75	"ML Road Frame - Red, 44"	FR-R72R-44	Red	352.139404296875	44	2.22	System Generated	2023-12-19 20:38:00.6266667	"Tailspin Toys (Glen Avon, CA)"	(209) 555-0100	(209) 555-0101	http://www.tailspintoys.com/GlenAvon	Unit 32	917 Morgan Boulevard	Johanna Hoornstra	(210) 555-0100	(210) 555-0101	http://www.microsoft.com/JohannaHoornstra/	Suite 13	285 Dupuy Street	Nehtaur	Uttar Pradesh	Barbil	Odisha
711859F3-CF96-4A7A-9019-14FD9B2C75A1	2023-03-25 10:44:21.7466667	828.42	213419.91	Spokes	SK-9283	NULL	0	NULL	NULL	System Generated	2023-03-25 10:44:21.7466667	"Tailspin Toys (Bernie, MO)"	(314) 555-0100	(314) 555-0101	http://www.tailspintoys.com/Bernie	Unit 142	848 Kommineni Street	"Tailspin Toys (Kalvesta, KS)"	(316) 555-0100	(316) 555-0101	http://www.tailspintoys.com/Kalvesta	Unit 246	813 Habibi Lane	Tiruvethipuram	Tamil Nadu	Mundargi	Karnataka
B5922F31-7669-41C5-9A4B-44079C45B1E1	2023-01-07 10:36:17.7200000	902.53	653410.39	External Lock Washer 9	LE-1201	NULL	0	NULL	NULL	System Generated	2023-01-07 10:36:17.7200000	"Tailspin Toys (Bernie, MO)"	(314) 555-0100	(314) 555-0101	http://www.tailspintoys.com/Bernie	Unit 142	848 Kommineni Street	"Tailspin Toys (Upper Preston, WA)"	(206) 555-0100	(206) 555-0101	http://www.tailspintoys.com/UpperPreston	Suite 105	980 Preda Crescent	Udhampur	Jammu and Kashmir	Udumalaipettai	Tamil Nadu
29E108F7-E0BD-49D1-BFFC-782A753120DD	2023-05-19 18:04:01.6133333	910.19	816120.80	Lock Nut 13	LN-3824	NULL	0	NULL	NULL	System Generated	2023-05-19 18:04:01.6133333	"Tailspin Toys (South Laguna, CA)"	(209) 555-0100	(209) 555-0101	http://www.tailspintoys.com/SouthLaguna	Unit 174	939 Sanyal Crescent	"Tailspin Toys (Yewed, OK)"	(405) 555-0100	(405) 555-0101	http://www.tailspintoys.com/Yewed	Unit 266	210 safranek Lane	Zunheboto	Nagaland	Vedaranyam	Tamil Nadu
7DEBE115-E3A1-4CB3-AA6F-320745E00BBD	2023-02-22 16:35:20.4966667	871.28	927458.92	"HL Road Frame - Red, 62"	FR-R92R-62	Red	868.634216308594	62	2.30	System Generated	2023-02-22 16:35:20.4966667	"Tailspin Toys (South Laguna, CA)"	(209) 555-0100	(209) 555-0101	http://www.tailspintoys.com/SouthLaguna	Unit 174	939 Sanyal Crescent	Svetlana Todorovic	(206) 555-0100	(206) 555-0101	http://www.microsoft.com/SvetlanaTodorovic/	Suite 14	731 Szolosy Crescent	Sri Madhopur	Rajasthan	Karur	Tamil Nadu
431A8EC3-BE04-478E-9862-6082ADE4B36C	2023-12-21 18:58:01.1700000	927.51	466839.49	ML Road Front Wheel	FW-R762	Black	110.282897949219	NULL	850.00	System Generated	2023-12-21 18:58:01.1700000	"Tailspin Toys (South Laguna, CA)"	(209) 555-0100	(209) 555-0101	http://www.tailspintoys.com/SouthLaguna	Unit 174	939 Sanyal Crescent	Andris Saulitis	(210) 555-0100	(210) 555-0101	http://www.microsoft.com/AndrisSaulitis/	Unit 28	370 Rallapalli Street	Pasighat	Arunachal Pradesh	Lahar	Madhya Pradesh
1FEB7703-A68A-4541-BE80-82705CF157CD	2023-11-27 20:29:32.1800000	995.92	286400.53	LL Headset	HS-0296	NULL	15.1848001480103	NULL	NULL	System Generated	2023-11-27 20:29:32.1800000	"Tailspin Toys (South Laguna, CA)"	(209) 555-0100	(209) 555-0101	http://www.tailspintoys.com/SouthLaguna	Unit 174	939 Sanyal Crescent	Meera Patel	(217) 555-0100	(217) 555-0101	http://www.microsoft.com/MeeraPatel/	Shop 9	1034 Kellnerova Boulevard	Thodupuzha	Kerala	Pudupattinam	Tamil Nadu
1EDFCC97-EE51-4186-BF88-E4C8EF887073	2023-03-08 14:22:20.9533333	987.61	522690.33	AWC Logo Cap	CA-1098	Multi	6.92229986190796	NULL	NULL	System Generated	2023-03-08 14:22:20.9533333	"Tailspin Toys (North Crows Nest, IN)"	(219) 555-0100	(219) 555-0101	http://www.tailspintoys.com/NorthCrowsNest	Suite 73	1191 Min Avenue	"Tailspin Toys (Bow Mar, CO)"	(303) 555-0100	(303) 555-0101	http://www.tailspintoys.com/BowMar	Shop 282	752 Shaker Doust Boulevard	Tandur	Telangana	Umaria	Madhya Pradesh
01E40693-A381-482C-944A-4E5097948574	2022-12-12 12:20:17.3500000	865.41	828226.30	"HL Mountain Frame - Silver, 46"	FR-M94S-46	Silver	747.2001953125	46	2.84	System Generated	2022-12-12 12:20:17.3500000	"Tailspin Toys (North Crows Nest, IN)"	(219) 555-0100	(219) 555-0101	http://www.tailspintoys.com/NorthCrowsNest	Suite 73	1191 Min Avenue	Melani Ravlen	(405) 555-0100	(405) 555-0101	http://www.microsoft.com/MelaniRavlen/	Unit 7	340 Lucchesi Street	Kharagpur	West Bengal	Parasi	Uttar Pradesh
78061A2E-A0B3-452C-A28B-574096301B1E	2022-11-19 15:24:16.4266667	973.29	438727.38	Front Brakes	FB-9873	Silver	47.2859992980957	NULL	317.00	System Generated	2022-11-19 15:24:16.4266667	"Tailspin Toys (North Crows Nest, IN)"	(219) 555-0100	(219) 555-0101	http://www.tailspintoys.com/NorthCrowsNest	Suite 73	1191 Min Avenue	"Wingtip Toys (Mahaffey, PA)"	(215) 555-0100	(215) 555-0101	http://www.wingtiptoys.com/Mahaffey	Shop 93	1947 ozCelik Road	Thane	Maharashtra	Malout	Punjab
7C67757F-1107-45FA-99C9-35D23BFD615B	2022-10-16 11:06:26.1333333	994.18	557195.11	"Touring-1000 Yellow, 60"	BK-T79Y-60	Yellow	1481.93786621094	60	25.90	System Generated	2022-10-16 11:06:26.1333333	"Tailspin Toys (North Crows Nest, IN)"	(219) 555-0100	(219) 555-0101	http://www.tailspintoys.com/NorthCrowsNest	Suite 73	1191 Min Avenue	Vitalijs Baltins	(239) 555-0100	(239) 555-0101	http://www.microsoft.com/	Shop 14	1052 Hudson Lane	Rau	Madhya Pradesh	Marigaon	Assam
D53ED561-7C75-48F3-A8FC-955857377D4E	2024-02-20 20:44:01.3566667	818.17	303285.08	"Women's Mountain Shorts, L"	SH-W890-L	Black	26.1763000488281	L	NULL	System Generated	2024-02-20 20:44:01.3566667	"Tailspin Toys (Oriole Beach, FL)"	(239) 555-0100	(239) 555-0101	http://www.tailspintoys.com/OrioleBeach	Suite 223	53 Jeon Boulevard	"Tailspin Toys (Rockwall, TX)"	(210) 555-0100	(210) 555-0101	http://www.tailspintoys.com/Rockwall	Unit 211	1492 Lanctot Crescent	Dalli-Rajhara	Chhattisgarh	Samalkha	Haryana
57C66D2D-8191-4C21-B2FB-4D765193211F	2023-11-07 14:35:00.7633333	992.05	610307.48	Thin-Jam Lock Nut 4	LJ-5162	NULL	0	NULL	NULL	System Generated	2023-11-07 14:35:00.7633333	"Tailspin Toys (Oriole Beach, FL)"	(239) 555-0100	(239) 555-0101	http://www.tailspintoys.com/OrioleBeach	Suite 223	53 Jeon Boulevard	Monika Kozakova	(205) 555-0100	(205) 555-0101	http://www.microsoft.com/	Suite 3	1145 Maxime Crescent	Adyar	Karnataka	Sanawad	Madhya Pradesh
04D1055A-72E9-488D-B4DE-A4206E8D8C78	2022-12-15 12:12:18.0433333	850.83	906758.43	External Lock Washer 2	LE-8000	NULL	0	NULL	NULL	System Generated	2022-12-15 12:12:18.0433333	"Tailspin Toys (Oriole Beach, FL)"	(239) 555-0100	(239) 555-0101	http://www.tailspintoys.com/OrioleBeach	Suite 223	53 Jeon Boulevard	"Wingtip Toys (Licking, MO)"	(314) 555-0100	(314) 555-0101	http://www.wingtiptoys.com/Licking	Shop 64	279 Walkky Crescent	Rafiganj	Bihar	Palwal	Haryana
0FA0E5E2-C91D-4BD0-8C01-DFBDDFEEE3A7	2022-11-02 08:40:15.1966667	802.37	432459.41	Lock Nut 9	LN-1428	NULL	0	NULL	NULL	System Generated	2022-11-02 08:40:15.1966667	"Tailspin Toys (Sallyards, KS)"	(316) 555-0100	(316) 555-0101	http://www.tailspintoys.com/Sallyards	Unit 192	473 Kaulins Road	Leyla Asef zade	(216) 555-0100	(216) 555-0101	http://www.microsoft.com/LeylaAsefzade/	Suite 12	11 Mihajlovik Crescent	Varkala	Kerala	Kailasahar	Tripura
E0745683-1C1D-49D0-B219-8AADFE099020	2022-12-06 13:53:16.8900000	826.63	175472.90	Thin-Jam Lock Nut 7	LJ-7161	NULL	0	NULL	NULL	System Generated	2022-12-06 13:53:16.8900000	"Tailspin Toys (Sallyards, KS)"	(316) 555-0100	(316) 555-0101	http://www.tailspintoys.com/Sallyards	Unit 192	473 Kaulins Road	"Tailspin Toys (Larose, LA)"	(225) 555-0100	(225) 555-0101	http://www.tailspintoys.com/Larose	Suite 156	859 Thota Lane	Kendujhar	Odisha	Punalur	Kerala
03C8C2E8-5464-4B6E-A191-08DD44273B54	2023-01-31 13:50:18.5066667	866.39	460261.60	HL Shell	SH-9312	NULL	0	NULL	NULL	System Generated	2023-01-31 13:50:18.5066667	"Tailspin Toys (Sallyards, KS)"	(316) 555-0100	(316) 555-0101	http://www.tailspintoys.com/Sallyards	Unit 192	473 Kaulins Road	"Tailspin Toys (Manahawkin, NJ)"	(201) 555-0100	(201) 555-0101	http://www.tailspintoys.com/Manahawkin	Suite 203	726 Roy Boulevard	Raayachuru	Karnataka	Narkatiaganj	Bihar
2CE27CC1-7B7B-4170-917F-128E34E58CE6	2023-01-16 11:17:17.6200000	930.82	182042.74	LL Headset	HS-0296	NULL	15.1848001480103	NULL	NULL	System Generated	2023-01-16 11:17:17.6200000	"Tailspin Toys (Sallyards, KS)"	(316) 555-0100	(316) 555-0101	http://www.tailspintoys.com/Sallyards	Unit 192	473 Kaulins Road	"Tailspin Toys (Furley, KS)"	(316) 555-0100	(316) 555-0101	http://www.tailspintoys.com/Furley	Suite 199	1096 Poursokh Crescent	Mauganj	Madhya Pradesh	Nanded-Waghala	Maharashtra
DCA74F38-3A8B-4A71-9B86-35EB85D13A94	2023-11-21 20:13:00.9033333	957.44	204114.41	"LL Mountain Frame - Black, 48"	FR-M21B-48	Black	136.785003662109	48	3.00	System Generated	2023-11-21 20:13:00.9033333	"Tailspin Toys (Sallyards, KS)"	(316) 555-0100	(316) 555-0101	http://www.tailspintoys.com/Sallyards	Unit 192	473 Kaulins Road	Marie LeBatelier	(210) 555-0100	(210) 555-0101	http://www.microsoft.com/MarieLeBatelier/	Unit 19	1178 Persson Boulevard	Raigarh	Chhattisgarh	Sardarshahar	Rajasthan
06919C41-439E-4588-903D-63BB8A792901	2024-01-17 20:39:00.8800000	874.50	606287.74	"Touring-3000 Yellow, 44"	BK-T18Y-44	Yellow	461.444793701172	44	28.77	System Generated	2024-01-17 20:39:00.8800000	"Tailspin Toys (Sallyards, KS)"	(316) 555-0100	(316) 555-0101	http://www.tailspintoys.com/Sallyards	Unit 192	473 Kaulins Road	"Wingtip Toys (Lucasville, OH)"	(216) 555-0100	(216) 555-0101	http://www.wingtiptoys.com/Lucasville	Unit 47	857 Bose Avenue	Nadbai	Rajasthan	Sangli	Maharashtra
96E0B916-EB3C-4837-9A19-6FFABCE83AF1	2023-06-06 15:43:01.6800000	827.43	617560.08	"Road-250 Black, 58"	BK-R89B-58	Black	1554.94787597656	58	15.68	System Generated	2023-06-06 15:43:01.6800000	"Tailspin Toys (Dahlia, NM)"	(505) 555-0100	(505) 555-0101	http://www.tailspintoys.com/Dahlia	Shop 52	1566 Holy Road	"Wingtip Toys (Molalla, OR)"	(458) 555-0100	(458) 555-0101	http://www.wingtiptoys.com/Molalla	Suite 207	550 Alexandrova Lane	Sanawad	Madhya Pradesh	Sadri	Rajasthan
4A22BE90-CB00-473E-AFD4-2E7119075F68	2023-02-16 15:57:19.2633333	947.93	625699.62	Cable Lock	LO-C100	NULL	10.3125	NULL	NULL	System Generated	2023-02-16 15:57:19.2633333	"Tailspin Toys (Dahlia, NM)"	(505) 555-0100	(505) 555-0101	http://www.tailspintoys.com/Dahlia	Shop 52	1566 Holy Road	Linh Dao	(228) 555-0100	(228) 555-0101	http://www.microsoft.com/LinhDao/	Shop 4	1407 Kommineni Street	Tarakeswar	West Bengal	Mathura	Uttar Pradesh
1A8CB885-711F-4EA8-9FA0-CBB722422E30	2023-02-09 15:12:18.8066667	926.53	855185.80	HL Road Rear Wheel	RW-R820	Black	158.534606933594	NULL	890.00	System Generated	2023-02-09 15:12:18.8066667	"Tailspin Toys (Dahlia, NM)"	(505) 555-0100	(505) 555-0101	http://www.tailspintoys.com/Dahlia	Shop 52	1566 Holy Road	Lana Goransson	(212) 555-0100	(212) 555-0101	http://www.microsoft.com/LanaGoransson/	Suite 27	1818 Buecek Boulevard	Talcher	Odisha	Tehri	Uttarakhand
3DAF7DAC-917F-4FCA-85B1-8E483B55FBC9	2022-11-24 18:04:15.6800000	837.14	177803.12	ML Road Rim	RM-R600	NULL	0	NULL	450.00	System Generated	2022-11-24 18:04:15.6800000	"Tailspin Toys (Dahlia, NM)"	(505) 555-0100	(505) 555-0101	http://www.tailspintoys.com/Dahlia	Shop 52	1566 Holy Road	"Wingtip Toys (Haycock, AK)"	(907) 555-0100	(907) 555-0101	http://www.wingtiptoys.com/Haycock	Suite 183	796 Zvaigzne Boulevard	Sindagi	Karnataka	Motihari	Bihar
59CE5C20-D6C5-42C6-87C0-643366808616	2023-01-12 15:15:17.3233333	934.11	265050.85	Thin-Jam Lock Nut 8	LJ-7162	NULL	0	NULL	NULL	System Generated	2023-01-12 15:15:17.3233333	"Tailspin Toys (Dahlia, NM)"	(505) 555-0100	(505) 555-0101	http://www.tailspintoys.com/Dahlia	Shop 52	1566 Holy Road	Alvin Bollinger	(270) 555-0100	(270) 555-0101	http://www.microsoft.com/AlvinBollinger/	Suite 31	1091 KlanCisar Crescent	Kurnool	Andhra Pradesh	Punch	Jammu and Kashmir
8724727E-2201-40F8-9A5D-1C047B084BBE	2023-12-15 22:44:01.5100000	815.40	245777.14	"LL Road Frame - Black, 62"	FR-R38B-62	Black	204.625106811523	62	2.50	System Generated	2023-12-15 22:44:01.5100000	"Tailspin Toys (Cherry Grove Beach, SC)"	(803) 555-0100	(803) 555-0101	http://www.tailspintoys.com/CherryGroveBeach	Unit 9	406 Malakar Lane	Agrita Kanepa	(201) 555-0100	(201) 555-0101	http://www.microsoft.com/AgritaKanepa/	Unit 7	1482 Ibrahimagic Street	Pehowa	Haryana	Wani	Maharashtra
FB69525F-1578-45A8-80D6-15F49B2A10A0	2023-12-30 15:29:17.9266667	950.50	389657.21	HL Headset	HS-3479	NULL	55.3801002502441	NULL	NULL	System Generated	2023-12-30 15:29:17.9266667	"Tailspin Toys (Cherry Grove Beach, SC)"	(803) 555-0100	(803) 555-0101	http://www.tailspintoys.com/CherryGroveBeach	Unit 9	406 Malakar Lane	Daakshaayaani Kommineni	(239) 555-0100	(239) 555-0101	http://www.microsoft.com/DaakshaayaaniKommineni/	Unit 14	987 Nadar Boulevard	Tarbha	Odisha	Narasaraopet	Andhra Pradesh
D505E776-B321-4E0D-8A90-1D1184F4E668	2023-03-28 09:22:20.5466667	987.75	515303.74	"LL Mountain Frame - Silver, 40"	FR-M21S-40	Silver	144.593795776367	40	2.88	System Generated	2023-03-28 09:22:20.5466667	"Tailspin Toys (Cherry Grove Beach, SC)"	(803) 555-0100	(803) 555-0101	http://www.tailspintoys.com/CherryGroveBeach	Unit 9	406 Malakar Lane	Bala Dixit	(209) 555-0100	(209) 555-0101	http://www.microsoft.com/BalaDixit/	Unit 7	844 Magnusson Lane	Saharanpur	Uttar Pradesh	Alwar	Rajasthan
5CBE4CF1-24B7-4072-9A7E-C2FA8E7A7A43	2023-03-08 17:36:21.1500000	970.73	243121.44	"Men's Bib-Shorts, M"	SB-M891-M	Multi	37.1208992004395	M	NULL	System Generated	2023-03-08 17:36:21.1500000	"Tailspin Toys (Cherry Grove Beach, SC)"	(803) 555-0100	(803) 555-0101	http://www.tailspintoys.com/CherryGroveBeach	Unit 9	406 Malakar Lane	"Tailspin Toys (Lake Stevens, WA)"	(206) 555-0100	(206) 555-0101	http://www.tailspintoys.com/LakeStevens	Shop 238	1584 Hadrabova Street	"Shahabad, Rampur"	Uttar Pradesh	Phagwara	Punjab
872A8DBD-0F25-46AC-A590-6BF2E1C29D07	2023-10-27 21:53:00.9466667	815.82	526675.99	"Men's Bib-Shorts, S"	SB-M891-S	Multi	37.1208992004395	S	NULL	System Generated	2023-10-27 21:53:00.9466667	"Tailspin Toys (Cherry Grove Beach, SC)"	(803) 555-0100	(803) 555-0101	http://www.tailspintoys.com/CherryGroveBeach	Unit 9	406 Malakar Lane	Sabine Zalite	(210) 555-0100	(210) 555-0101	http://www.microsoft.com/SabineZalite/	Shop 11	1924 Shim Avenue	Anantapur	Andhra Pradesh	Tilda Newra	Chhattisgarh
BFEBDBD3-BC2B-4CA8-A835-9DF5BC9BFD23	2022-10-30 11:21:14.1300000	992.36	525280.16	"Touring-1000 Blue, 60"	BK-T79U-60	Blue	1481.93786621094	60	25.90	System Generated	2022-10-30 11:21:14.1300000	"Tailspin Toys (Bethania, NC)"	(252) 555-0100	(252) 555-0101	http://www.tailspintoys.com/Bethania	Unit 281	49 Vitols Crescent	Jibek Juniskyzy	(217) 555-0100	(217) 555-0101	http://www.microsoft.com/	Shop 23	80 Hudson Boulevard	Aurangabad	Bihar	Manendragarh	Chhattisgarh
BFEBDBD3-BC2B-4CA8-A835-9DF5BC9BFD23	2022-10-30 11:21:14.1300000	992.36	525280.16	"Touring-1000 Blue, 60"	BK-T79U-60	Blue	1481.93786621094	60	25.90	System Generated	2022-10-30 11:21:14.1300000	"Tailspin Toys (Bethania, NC)"	(252) 555-0100	(252) 555-0101	http://www.tailspintoys.com/Bethania	Unit 281	49 Vitols Crescent	Jibek Juniskyzy	(217) 555-0100	(217) 555-0101	http://www.microsoft.com/	Shop 23	80 Hudson Boulevard	Aurangabad	Maharashtra	Manendragarh	Chhattisgarh
4238AC40-3FA9-44B5-A9F0-E6EEAFA0053F	2023-02-05 14:09:18.9866667	875.90	668249.18	Lock Nut 3	LN-6320	NULL	0	NULL	NULL	System Generated	2023-02-05 14:09:18.9866667	"Tailspin Toys (Bethania, NC)"	(252) 555-0100	(252) 555-0101	http://www.tailspintoys.com/Bethania	Unit 281	49 Vitols Crescent	Valter Viiding	(216) 555-0100	(216) 555-0101	http://www.microsoft.com/ValterViiding/	Suite 10	129 Jo Road	Muvattupuzha	Kerala	Una	Gujarat
10479EF2-1A41-4F04-95C6-4B12C16A879D	2023-02-21 16:14:20.5833333	846.65	610490.59	Metal Sheet 3	MS-1256	NULL	0	NULL	NULL	System Generated	2023-02-21 16:14:20.5833333	"Tailspin Toys (Bethania, NC)"	(252) 555-0100	(252) 555-0101	http://www.tailspintoys.com/Bethania	Unit 281	49 Vitols Crescent	"Wingtip Toys (Miesville, MN)"	(218) 555-0100	(218) 555-0101	http://www.wingtiptoys.com/Miesville	Shop 156	1785 Narkbunnum Road	Sahaspur	Uttar Pradesh	Pavagada	Karnataka
94BA107F-7C89-474B-857F-C6E9BA6DB07E	2022-10-30 17:24:14.1700000	959.87	265721.01	Lock Nut 7	LN-1224	NULL	0	NULL	NULL	System Generated	2022-10-30 17:24:14.1700000	"Tailspin Toys (Rafael CapÛ, PR)"	(787) 555-0100	(787) 555-0101	http://www.tailspintoys.com/RafaelCapÛ	Unit 129	1268 Pakalapati Street	"Wingtip Toys (Jamison, IA)"	(319) 555-0100	(319) 555-0101	http://www.wingtiptoys.com/Jamison	Unit 90	1984 Esposito Road	Murshidabad	West Bengal	Narayanpet	Telangana
E48A6F9D-06E0-48CE-B6A9-7BA5FD436334	2022-11-18 14:51:15.9533333	945.00	724703.62	Hex Nut 11	HN-5162	NULL	0	NULL	NULL	System Generated	2022-11-18 14:51:15.9533333	"Tailspin Toys (Rafael CapÛ, PR)"	(787) 555-0100	(787) 555-0101	http://www.tailspintoys.com/RafaelCapÛ	Unit 129	1268 Pakalapati Street	"Wingtip Toys (Indian Creek, IL)"	(217) 555-0100	(217) 555-0101	http://www.wingtiptoys.com/IndianCreek	Unit 40	63 Celmina Road	Tirupathur	Tamil Nadu	"Shahabad, Hardoi"	Uttar Pradesh
6B3E5112-BB63-4565-80C7-B24B1747387C	2023-12-09 14:04:43.8533333	897.16	332030.00	Hex Nut 9	HN-1428	NULL	0	NULL	NULL	System Generated	2023-12-09 14:04:43.8533333	"Tailspin Toys (Rafael CapÛ, PR)"	(787) 555-0100	(787) 555-0101	http://www.tailspintoys.com/RafaelCapÛ	Unit 129	1268 Pakalapati Street	"Tailspin Toys (Arbor Vitae, WI)"	(262) 555-0100	(262) 555-0101	http://www.tailspintoys.com/ArborVitae	Suite 45	234 Benda Crescent	Korba	Chhattisgarh	Pauri	Uttarakhand
3B981700-BDBA-4394-B10C-CF676BAED67E	2024-01-17 18:56:00.8933333	972.45	464900.03	Fork Crown	FC-3654	NULL	0	NULL	NULL	System Generated	2024-01-17 18:56:00.8933333	"Tailspin Toys (Rafael CapÛ, PR)"	(787) 555-0100	(787) 555-0101	http://www.tailspintoys.com/RafaelCapÛ	Unit 129	1268 Pakalapati Street	Leila Carvalho	(217) 555-0100	(217) 555-0101	http://www.microsoft.com/LeilaCarvalho/	Suite 24	1051 Nutiu Road	Paschim Punropara	West Bengal	Shahpura	Rajasthan
A832DE21-10E8-4410-AA35-7E264677DC1C	2023-11-05 16:06:42.6933333	918.73	306587.56	Headset Ball Bearings	BE-2908	NULL	0	NULL	NULL	System Generated	2023-11-05 16:06:42.6933333	"Tailspin Toys (Rafael CapÛ, PR)"	(787) 555-0100	(787) 555-0101	http://www.tailspintoys.com/RafaelCapÛ	Unit 129	1268 Pakalapati Street	"Tailspin Toys (Oriole Beach, FL)"	(239) 555-0100	(239) 555-0101	http://www.tailspintoys.com/OrioleBeach	Suite 223	53 Jeon Boulevard	Sheohar	Bihar	Sarsod	Haryana
0389E9D0-57E6-4688-8BB9-7189ED0D854D	2023-04-25 11:06:27.4200000	886.80	545886.83	"ML Road Frame-W - Yellow, 42"	FR-R72Y-42	Yellow	360.942810058594	42	2.26	System Generated	2023-04-25 11:06:27.4200000	"Tailspin Toys (Rafael CapÛ, PR)"	(787) 555-0100	(787) 555-0101	http://www.tailspintoys.com/RafaelCapÛ	Unit 129	1268 Pakalapati Street	"Wingtip Toys (Truscott, TX)"	(210) 555-0100	(210) 555-0101	http://www.wingtiptoys.com/Truscott	Suite 14	1572 Mudaliyar Lane	Nowrozabad (Khodargama)	Madhya Pradesh	"Morinda, India"	Punjab
2320FA0B-DE9B-4FEE-9F82-AC575658EBEA	2023-05-05 18:43:01.2700000	860.24	609049.96	Cable Lock	LO-C100	NULL	10.3125	NULL	NULL	System Generated	2023-05-05 18:43:01.2700000	"Tailspin Toys (Scofield, UT)"	(385) 555-0100	(385) 555-0101	http://www.tailspintoys.com/Scofield	Suite 176	298 Bucco Lane	"Tailspin Toys (Long Meadow, MD)"	(240) 555-0100	(240) 555-0101	http://www.tailspintoys.com/LongMeadow	Unit 221	151 Vasiljevic Road	Gumia	Jharkhand	Godhra	Gujarat
34B84BE4-06F9-4D41-9A46-B26D153F8D7D	2022-11-24 17:36:15.4433333	833.56	595418.61	ML Grip Tape	GT-1209	NULL	0	NULL	NULL	System Generated	2022-11-24 17:36:15.4433333	"Tailspin Toys (Scofield, UT)"	(385) 555-0100	(385) 555-0101	http://www.tailspintoys.com/Scofield	Suite 176	298 Bucco Lane	Sani Shasthri	(240) 555-0100	(240) 555-0101	http://www.microsoft.com/	Shop 19	1632 Nghi Street	Pollachi	Tamil Nadu	Puthuppally	Kerala
A4FF3D30-3FBC-4207-B2AA-AD8BAAB61522	2023-01-20 13:51:17.6433333	961.81	529273.00	Thin-Jam Hex Nut 15	HJ-3410	NULL	0	NULL	NULL	System Generated	2023-01-20 13:51:17.6433333	"Tailspin Toys (Scofield, UT)"	(385) 555-0100	(385) 555-0101	http://www.tailspintoys.com/Scofield	Suite 176	298 Bucco Lane	Luis Saucedo	(210) 555-0100	(210) 555-0101	http://www.microsoft.com/	Suite 23	117 Bhaagyalakshmi Road	Surat	Gujarat	Pasighat	Arunachal Pradesh
EC00FF30-DB3B-4966-9468-94CF366CB5B4	2022-10-30 12:23:14.0500000	850.57	394494.06	Lock Nut 13	LN-3824	NULL	0	NULL	NULL	System Generated	2022-10-30 12:23:14.0500000	"Tailspin Toys (Scofield, UT)"	(385) 555-0100	(385) 555-0101	http://www.tailspintoys.com/Scofield	Suite 176	298 Bucco Lane	"Wingtip Toys (Caton, NY)"	(212) 555-0100	(212) 555-0101	http://www.wingtiptoys.com/Caton	Unit 122	1187 Baruah Crescent	Peddapuram	Andhra Pradesh	Umarkhed	Maharashtra
